201516_fluff;Fogadalmat tettem, hogy mások kárára soha többé nem használom a mágiámat.
201516_name;Isbel: Gyógyító
201516_tooltip;<keyword=order>Parancs</keyword>: Az ebben a csatában elszenvedett összes sebzôdésébôl véletlenszerûen Erôsít <b>szövetséges egységeket</b>.\nAktuális Erôsítés mértéke: {Boost}.
201517_fluff;Soha ne mondd, hogy soha.
201517_name;Isbel: Pusztító
201517_tooltip;<keyword=order>Parancs</keyword>: Az ebben a csatában elszenvedett összes sebzôdésébôl véletlenszerûen megsebez <b>ellenségeket</b>.\nAktuális sebzés mértéke: {Boost}.
201518_fluff;Az emberek vérének kiontásához vezetô út kivételekkel van kikövezve. Minden Mókusnak pusztulnia kell. Hagyjuk az istenekre, hogy különválasszák a búzát az ocsútól.
201518_name;Fekete Rayla
201518_tooltip;<keyword=order>Parancs</keyword>: Kijátszik egy kártyát a paklidból.\nHa kézben, pakliban vagy a csatamezôn van, <b>önmagát</b> <keyword=strengthen>Erôsíti</keyword> ennyivel: {Strengthen2}, amikor egy <b>Mókus egység</b> megsemmisül.
201519_fluff;Lehet, hogy a mérnökének olyan a fizimiskája, mint egy tál szaftos pörkölt, de érti a mesterségét, az már egyszer biztos!
201519_name;Xavier Lemmens
201519_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: Választ egy <keyword=order>Parancs</keyword> képességgel rendelkezô kártyát, és {Counter} <keyword=charge>Töltet</keyword>-pontot ad neki.\n<keyword=charge>Töltet</keyword>: 2.
201520_fluff;Mindig reszelt sajttal megszórva és szemgolyókkal ízesítve. Forrón tálald!
201520_name;Hagymás elfleves
201520_tooltip;<keyword=create>Teremt</keyword> egy <b>bronz kártyát</b>.
201521_fluff;Megérkezett ide a házaló szekerével, ami tele volt trükkös szerkezetekkel. Házról-házra járt, és az egekbe magasztalta a szemetét. És mit adott el nekünk? Bombákat, amik a saját kezedbe robbannak! Szakállnövesztô formulát, amitôl kigyullad a szakállad!
201521_name;Barnabás Beckenbauer
201521_tooltip;<keyword=create>Teremt</keyword> egy <b>Csecsebecsét</b>.
201522_fluff;Brouver Hoog egyszer ki akarta rúgni Mahakamból, mert egy lámát tartott a nappalijában… Ez egy hosszú történet.
201522_name;Gábor Zigrin
201522_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=spawn>Teremti</keyword> és kijátsza a <b>Gábor: Balhorog</b> vagy a <b>Gábor: Feneketlen zsebek</b> kártyát.
201524_fluff;A szeme villódzott a szárnyas sisak alatt. Tûz ragyogott a kardja pengéjén.
201524_name;Cahir Dyffryn
201524_tooltip;<keyword=resilient>Rugalmas</keyword>.\n<keyword=order>Parancs</keyword>: Erôsíti <b>Geraltot</b> ennyivel: {Boost}, és <keyword=duel>Párbajra</keyword> hív egy <b>ellenséget</b>.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
201525_fluff;Ölni jöttünk! Nilfgaardiakat, lyriaiakat... Nekünk aztán mindegy. Beleket és vért ontani jöttünk, hogy lemoshassuk vele a szégyenünket.
201525_name;Apagyilkos Arnjolf
201525_tooltip;<keyword=order>Parancs</keyword>: Az ellenséges egységek számával megegyezô sebzést okoz egy <b>ellenségnek</b>.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
201526_fluff;A pajzsok a virágot szedegetô tökfilkóknak való!
201526_name;Kétpengés Dagur
201526_tooltip;<keyword=deploy>Lehelyezés</keyword>: Kijátsza az összes <b>skelligei egységet</b> a temetôdbôl.
201527_fluff;A fiúhoz nem illik a korona viselése. Nincs benne elegendô szellemiség, sem virtus. Én is tudom, te is tudod… Csak ô nem tudja.
201527_name;Villem herceg
201527_tooltip;<keyword=spying>Kém</keyword>. <keyword=restraint>Megfékezett</keyword>.\nAmikos <b>Meve</b> a képességét érvényesíti, <b>Villem herceg</b> és a vele azonos erejû <b>összes egység</b> a szemközti sorra mozdul.
201528_fluff;Bocsáss meg, Felség, de nekem úgy tûnik, összekevered a vajákokat a kóbor lovagokkal.
201528_name;Belhaveni Ivo
201528_tooltip;<keyword=immune>Immunis</keyword>.\nMinden körben, a kör elején <b>Ivo</b> erejének a felével sebez meg egy véletlenszerûen választott <b>bronz egységet</b>. Ha az az egység már sérült, sebzôdés helyett megsemmisül.
201529_fluff;Egyszerû, olcsó és halálos hatékonyságú. Nem meglepô, hogy ez a Mókusok kedvenc csapdája.
201529_name;Veremcsapda +
201529_tooltip;<keyword=spying>Kém</keyword>.\n<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz <b>minden egységnek</b> ezen a soron.\nAmikor egy egység megjelenik ezen a soron, {Damage} sebzést okoz neki.
201530_fluff;Az elsô nilfgaardi, aki megpróbált átcsusszanni a vonalainkon, egy igazán trükkös anyaszomorító volt. Mi minden tôlünk telhetôt megtettünk, de elôfordulhat, hogy egy-két testrésze így is átjutott...
201530_name;Ríviai utász +
201530_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz egy egységnek. Ha amaz megsemmisül, ezt a képességét újra érvényesíti.
201531_fluff;A férjed uralma alatt tíz évet szolgáltam, a tiéd alatt újabb nyolcat. És ezen idô alatt még egyszer sem szolgáltam ennél nemesebb ügyet.
201531_name;Reynard Odo +
201531_tooltip;<keyword=deploy>Lehelyezés</keyword>: 1 <keyword=charge>Töltet</keyword>-pontot ad a lemerült <keyword=order>Paranccsal</keyword> bíró egységeknek.\n<keyword=loyal>Hûséges</keyword>: Újra érvényesíti a <keyword=deploy>Lehelyezés</keyword> képességet.
201532_fluff;Bármely társalgó díszére válna.
201532_name;Mantikór trófea
201532_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\nAmikor egy ellenség megjelenik a csatamezôn, véletlenszerûen {Damage1} vagy {Damage2} sebzést okoz neki.\n<keyword=order>Parancs</keyword>: A másik sorra mozdul.
201533_fluff;Így <b>Meve</b> megszerezte a sárkányölô címet,... bár szinte sosem említette aztán.
201533_name;Keltullis trófea
201533_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n{Counter} körönként, a kör kezdetén {Damage} sebzést okoz minden <b>ellenségnek</b> a közelharci soron.
201534_fluff;A búsba...! Azt hiszem, valami belement a szemembe.
201534_name;Gernichora trófea
201534_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n<keyword=deploy>Lehelyezés</keyword>: <keyword=seize>Elfog</keyword> egy <b>bronz ellenséges egységet</b>.\n{Counter} kör után, a kör kezdetén visszakerül a kézbe.
201535_fluff;Címerünk? Egy fekete sas. Az ellenségeink sorsa? Színtiszta kín.
201535_name;Lyriai lobogó
201535_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\nAmikor <b>Meve</b> a képességét érvényesíti, csökken a <keyword=cooldown>Lehiggadása</keyword> ennyivel: {Counter1}.\n<keyword=order>Parancs</keyword>: A másik sorra mozdul.
201536_fluff;Egyesek az Igazság pálcájának nevezik.
201536_name;Viharok jogara
201536_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n<keyword=order>Parancs</keyword>: {Damage} sebzést okoz a <b>leggyengébb ellenséges egységnek</b>. Addig ismétli ezt, amíg a <keyword=charge>Töltet</keyword> ki nem merül.\nMinden körben, a kör elején növeli a <keyword=charge>Töltet</keyword> értékét ennyivel: {Counter}. A forduló végén a <keyword=charge>Töltet</keyword> értékét 0-ra állítja.
201537_fluff;Abban a pillanatban Valmir az övéhez kapott, és megragadta a díszes-míves, csavart bivalyszarvat...
201537_name;Valmir kürtje
201537_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\nAmikor egy <b>szövetséges</b> megjelenik, <keyword=strengthen>Erôsíti</keyword> azt ennyivel: {Strengthen1}, és {Armor1} <keyword=armor>Páncélt</keyword> ad neki.\n<keyword=order>Parancs</keyword>: A másik sorra mozdul.
201538_fluff;Könnyebb, mint egy tollpihe, ellenállóbb, mint egy nilfgaardi pavézi-pajzs.
201538_name;Rejtélyes pajzs
201538_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n<keyword=deploy>Lehelyezés</keyword>: Az elsô 3, a <b>Rejtélyes pajzs</b> mellé kijátszott kártyának <keyword=immune>Immunis</keyword> állapotot ad, és ha azok egységek, Erôsíti ôket ennyivel: {Boost}.
201539_fluff;Hogy segít-e? Ki tudja. Ártani biztos nem árt. Valószínûleg.
201539_name;Kenôcs
201539_tooltip;Egy <b>szövetségest</b> <keyword=heal>Felgyógyít</keyword>, és <keyword=strengthen>Erôsíti</keyword> azt ennyivel: {Strengthen}.
201540_fluff;Ez a méreg a nevét onnan kapta, hogy az alapanyagául szolgáló nadragulya gyakran nô akasztófák és más kivégzôhelyek közelében.
201540_name;Kadaverin
201540_tooltip;<keyword=restraint>Megfékezett</keyword>.\n<keyword=deploy>Lehelyezés</keyword>: {Damage3} sebzést okoz {Maxtargets3} egységnek. Ha azok már sérültek, sebzôdés helyett megsemmisülnek.
201541_fluff;Kiráz a hideg ettôl a rúnakôtôl. Tán megbántottam valamivel az érzéseit?
201541_name;Zoria rúnakô
201541_tooltip;{Damage} sebzést okoz minden <b>ellenségnek</b>.
201542_fluff;Ellenállóbb, mint az átlagos pajzsaid, és azoknál ízlésesebben is néz ki.
201542_name;Vívernpikkely pajzs
201542_tooltip;{Armor} <keyword=armor>Páncélt</keyword> ad egy egységnek.
201543_fluff;Gyakran a legegyszerûbb tárgyak bírnak a legnagyobb erôvel.
201543_name;Csonttalizmán
201543_tooltip;Titokzatos képességgel bír.
201544_fluff;Úgy tartják, ez a törpök legjelentôsebb hozzájárulása a világ kultúrájához.
201544_name;Mahakami sör
201544_tooltip;Minden körben, a kör végén Erôsít egy <b>véletlenszerûen választott szövetségest</b> minden egyes soron ennyivel: {Boost2}.
201545_fluff;A "mérgek királynôjeként" is ismert farkasfüvet a vajákok számos fôzetében és alkímiai párlatában is használják.
201545_name;Farkasfû
201545_tooltip;Húz {MaxTargets} egységet, és az erejüket ennyire állítja: {Power}.
201546_fluff;Egy bizonyos híres kalóz annyira szerette ezt a mámorító hatású növényt, hogy emiatt érdemelte ki a "Varjúszem" gúnynevet. Azonban a legenda teátrálisabb változata nem említi ezt a körülményt, a kalózmondák ismerôinek legnagyobb megrökönyödésére.
201546_name;Varjúszem
201546_tooltip;{Maxtargets} <b>véletlenszerûen választott ellenséget</b> a másik sorra mozgat, és {damage} sebzést okoz neki.
201547_fluff;"Bambán állnak a nagy leletnek hírére, s bizalmatlanok; itt mandragóráról fecsegnek, fekete kutyáról amott."
201547_name;Nadragulya
201547_tooltip;Kijátszik egy véletlenszerûen választott <b>bronz egységet</b> mindegyik pakliból.
201548_fluff;Zerrikániában a sárkányok imádata a mindennapi élet része. Éppen ezért nem is meglepô, hogy a fegyvereik neveiben is fellelhetô ez.
201548_name;Sárkányálom
201548_tooltip;<keyword=restraint>Megfékezett</keyword>.\n5 kör után, a kör végén megsemmisít 3 <b>véletlenszerûen választott ellenséget</b>.
201549_fluff;Edd meg ezt, és csukd be a szemed. Talán hamarosan csodát látsz...
201549_name;Mardroeme gomba: Medve
201549_tooltip;<keyword=restraint>Megfékezett</keyword>.\nEgy sérült egységet <b>Medvévé</b> változtat.
201550_fluff;Szemet szemért? Az nem elég...
201550_name;Mardroeme gomba: Bosszú
201550_tooltip;<keyword=restraint>Megfékezett</keyword>.\nMegsemmisíti a <b>legerôsebb szövetségest</b>, és kijátszik {Maxtargets} <b>szövetségest</b> a temetôdbôl.
201551_fluff;A vaják természetfeletti sebességgel mozgott. Túl gyorsan ahhoz, hogy emberi szem követni tudja.
201551_name;Hóvihar
201551_tooltip;<keyword=spawn>Teremt</keyword> és kijátszik {Maxtargets2} véletlenszerûen választott <b>Csecsebecsét</b>.
201552_fluff;A varázsló karjait hátracsavarták, és megkötözték. A redániaiak még meg is rángatták a béklyóit. Terranova felkiáltott, megtántorodott, hátrahajlott, meghajolt elôre, majd öklendezni és nyöszörögni kezdett. Számára is nyilvánvalóvá vált, hogy mibôl készültek a bilincsei.
201552_name;Dimeritium béklyók
201552_tooltip;Az ellenfél paklijából {Maxtargets} <b>bronz egységet</b> <keyword=summon>Idéz</keyword> a te térfeledre, és <keyword=lock>Zárolja</keyword> ôket.
201553_fluff;Geralt hátrált egy lépést. Látott már megperzselt embereket korábban. Pontosabban azt, ami utána belôlük maradt.
201553_name;Felperzselés
201553_tooltip;<keyword=restraint>Megfékezett</keyword>.\nMegsemmisíti a <b>legerôsebb egysége(ke)t</b>.
201554_fluff;A vaják arca hirtelen megváltozott, összerándult, megcsúnyult.
201554_name;Villámcsapás
201554_tooltip;Erôsíti egy <b>szövetséges</b> minden példányát ennyivel: {Boost}.
201555_fluff;Fújd, a szentségit! Annak a kürtnek jobban kell a levegô, mint neked!
201555_name;Lyriai kürt
201555_tooltip;Erôsíti a <b>szövetségeseket</b> ennyivel: {Boost}, és {Damage} sebzést okoz az <b>ellenségeknek</b>.
201556_fluff;Minden boszorkányvadász felszerelésének fontos része. Egy halk villanás, és a legerôsebb varázslóból is vágásra kész disznósajt lesz.
201556_name;Dimeritium bomba
201556_tooltip;Minden <b>ellenséges egység</b> erejét visszaállítja az alapra.
201723_fluff;A legtöbb sírbanya a sírokba ásott rothadt maradványokból táplálkozik. Páran mégis beosonnak kunyhókba, elrabolják a gyerekeket, megölik az idôseket. Általában eléggé nemkívánatos szomszédok tehát.
201723_name;Sírbanya
201723_tooltip;2 körönként, a kör kezdetén <keyword=consume>Bekebelezi</keyword> a temetôd legfelsô egységét.
201782_fluff;Vaúú, vaúú, vaaúúú!
201782_name;Bitang hadúr
201782_tooltip;Amikor egy ellenség mozog, 1 <b>alap példányt</b> <keyword=spawn>Teremt</keyword> önmagából.
201785_fluff;Medvevadászatra megyünk! El fogjuk ejteni a–– EZ HATALMAS! FUSSUNK!
201785_name;Medve
201785_tooltip;Nincs képessége.
201786_fluff;Mint egy rák, egy pók, és egy... hegy keresztezôdése.
201786_name;Arakász behemót
201786_tooltip;Egy <b>Arakász ivadékot</b> <keyword=spawn>Teremt</keyword>.\n<keyword=cooldown>Lehiggadás</keyword>: 3.
201787_fluff;A gyermekei örökölték a szépségét.
201787_name;Arakász királynô
201787_tooltip;Véletlenszerûen egy <b>Arakász behemótot</b>, egy <b>Arakász dolgozót</b>, vagy egy <b>Arakász ivadékot</b> <keyword=spawn>Teremt</keyword>. Ezt kétszer megismétli.\nA kör kezdetén újratöltôdik ez a képessége.
201789_fluff;Ekképpen csalogasd elô a villásfarkút: verj egy cölöpöt a talajba, köss ki hozzá egy kecskét, majd rejtôzz el villámgyorsan a közeli bokorban!
201789_name;Veszett villásfarkú
201789_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n4 kör után, a kör kezdetén <keyword=consume>Bekebelezi</keyword> a <b>leggyengébb egység(ek)et</b>.
201790_fluff;Egyszerre húzzátok, vonjátok fel a zászlónkat!
201790_name;Dimun kalózkapitány
201790_tooltip;A forduló végén Erôsít minden <b>kézben tartott egységet</b> ennyivel: {Boost}.
201791_fluff;A kard a nôknek való. Szerezz magadnak egy fejszét!
201791_name;Tuirseach fejszés
201791_tooltip;Amikor egy <b>ellenség</b> sebzôdik, Erôsíti ezt az egységet ennyivel: {Boost}.
201792_fluff;Nem könnyû lecsitítani a feldühödött csôcseléket. Fôleg, ha mind egy húron pendülnek.
201792_name;Tömeghergelô paraszt
201792_tooltip;Nincs képessége.
201803_fluff;Nincs rá esélyünk, hogy olyan bonyolult dolgot skandáljunk ki, mint Alzur Villáma. Alzurnak, úgy mondják, a hangja olyan volt, mint a harangé, a beszéde, mint egy szónoké.
201803_name;Alzur villáma
201803_tooltip;{Damage} sebzést okoz egy egységnek, és {Damage1} sebzést a mellette álló egységeknek.
201804_fluff;Mi akar ez lenni, Reynard? Útonállók támadnak a királyi adószedôkre? Fényes nappal?
201804_name;Bitang parittyás
201804_tooltip;<keyword=deploy>Lehelyezés</keyword>: {maxtargets} kártyát átmozgat a másik sorra a saját térfelükön. Ha volt közöttük egység, azoknak {damage} sebzést okoz.
201805_fluff;A Bitangok egyre inkább felbátorodnak... Most már a királyi istállóból sem átallanak lovakat lopni!
201805_name;Bitang lovasság
201805_tooltip;<keyword=deploy>Lehelyezés</keyword>: Megcéloz egy egységet. Minden körben, a kör elején {Damage} sebzést okoz neki.\nAmikor a célzott egység megsemmisül, megcéloz egy másik, <b>véletlenszerûen választott ellenséget</b>.
201806_fluff;A "Spalla Bitangjai", a haramiák... Felséged távollétében szándékoztam megoldani ezt a problémát,... hm... De a helyzet kicsúszott az irányításunk alól, attól tartok.
201806_name;Spalla Bitangjai
201806_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz egy egységnek. Ha az egy <b>Tûz</b> borította soron van, minden, azon a soron tartózkodó egységnek {Damage} sebzést okoz.
201807_fluff;Amik a számszeríjak szeretnének lenni, ha felnônek.
201807_name;Dárdavetô
201807_tooltip;Nincs képessége.
201808_fluff;Hatékonysága az egyszerûségében rejlik.
201808_name;Palánkfal
201808_tooltip;<keyword=immobile>Röghözkötött</keyword>. Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n<keyword=doomed>Kárhozott</keyword>.
201809_fluff;Meglehetôsen kezdetleges, de megteszi, amire építették.
201809_name;Kôhajító
201809_tooltip;<keyword=order>Parancs</keyword>: {Damage4} sebzést okoz egy <b>ellenségnek</b>, és {Damage2} sebzést a vele szomszédos egységeknek.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter3}.
201810_fluff;A királyom élvezi az életet... Élvezi az örömeit, gyakran hagyja kényeztetni <b>magát</b> általuk. De ez sosem gátolta abban, hogy piszok jól kormányozza az országát.
201810_name;III. Demavend király
201810_tooltip;Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\nSzámláló: {Counter15}.\nCsökken a számláló ennyivel: {Counter1} minden megsemmisült <b>Nauzicaa dandár</b> után. Amikor a számláló eléri eddig: {Counter0}, <b>Meve</b> megnyeri a csatát.\n<keyword=deathwish>Halálvágy</keyword>: <b>Meve</b> elveszíti a csatát.
201811_fluff;Ha neked már nincsen rá szükséged, hajlandó vagyok átvenni azt tôled...
201811_name;Rekviráló
201811_tooltip;<keyword=restraint>Megfékezett</keyword>.\n<keyword=deploy>Lehelyezés</keyword>: Megsemmisíti a tôle jobbra lévô egységet, és Erôsíti <b>magát</b> annak erejével. Ha az egy <b>Artefaktum</b>, az aktuális erôvel tölti túl <b>magát</b>.
201812_fluff;Ezen a vidéken még az esônek is hitvány szaga van.
201812_name;Felhôszakadás
201812_tooltip;Minden körben, a kör elején 1 sebzést okoz 2 <b>véletlenszerûen választott egységnek</b>.
201826_fluff;Majd egy napon, ha idôsebb leszel, eltalálhat egy szikla. 
201826_name;Sziklaesô
201826_tooltip;Ha 3 vagy több példány van ebbôl az egységbôl, 1 <b>Alsóbbrendû D'aóvá</b> kombinálja azokat.\n<keyword=deathwish>Halálvágy</keyword>: <keyword=spawn>Teremt</keyword> 2 <b>Sziklaesôt</b>.
201827_fluff;Majd egy napon, ha idôsebb leszel, eltalálhat egy szikla. 
201827_name;Sziklaesô
201827_tooltip;Nincs képessége.
201828_fluff;Könnyen összetéveszthetôek a sziklákkal. Több troll is kellemetlenül meglepôdött már az általuk okozott gyomorbántalmak miatt.
201828_name;Alsóbbrendû D'ao
201828_tooltip;Ha 3 vagy több <b>Alsóbbrendû D'ao</b> van jelen, 1 <b>D'aóvá</b> kombinálja ôket.\n<keyword=deathwish>Halálvágy</keyword>: 2 <b>Alsóbbrendû D'aót</b> <keyword=spawn>Teremt</keyword>.
201829_fluff;Miképp küzdesz meg egy földelementállal? Sehogy. Hanem rohansz. Amilyen gyorsan csak tudsz.
201829_name;D'ao
201829_tooltip;2 kör után, a kör kezdetén megsemmisít <b>minden ellenséget</b>.
201830_fluff;Csak nem Spalla Bitangjait vezeti? Az, akit az Ebek Hercegének neveznek?
201830_name;Gascon
201830_tooltip;Ha a kézben, a pakliban, vagy a temetôben van, <b>önmagát</b> <keyword=strengthen>Erôsíti</keyword> ennyivel: {Strengthen}, amikor egy <b>ellenség</b> vagy <b>szövetséges</b> kártya elmozdul.
201831_fluff;Csak nem Spalla Bitangjait vezeti? Az, akit az Ebek Hercegének neveznek?
201831_name;Gascon +
201831_tooltip;Ha a kézben, a pakliban, vagy a temetôben van, <b>önmagát</b> <keyword=strengthen>Erôsíti</keyword> ennyivel: {Strengthen}, amikor egy <b>ellenség</b> vagy <b>szövetséges</b> kártya elmozdul.
201832_fluff;Az éleim olyan élesek, hogy a papírt is elvágják!
201832_name;Devana rúnakô
201832_tooltip;<keyword=restraint>Megfékezett</keyword>.\n{Counter3} példányt <keyword=spawn>Teremt</keyword> <keyword=deathwish>Halálvágy</keyword> képességû egységbôl a csatamezôre, majd megsemmisíti azokat.
201833_fluff;Már a puszta látványa is elszédít.
201833_name;Morana rúnakô
201833_tooltip;<keyword=heal>Felgyógyít</keyword> <b>minden szövetségest</b>, és Erôsíti ôket ennyivel: {Boost}.
201834_fluff;Óvatosan, még meleg!
201834_name;Dazhbog rúnakô
201834_tooltip;{Damage} sebzést okoz egy egységnek. {Maxtimes} alkalommal érvényesíti ezt a képességét.
201835_fluff;Jobb volna talán nem kimondani.
201835_name;Rúnaszó
201835_tooltip;<keyword=deploy>Lehelyezés</keyword>: A Vezéreken kívül minden kártyát megsemmisít a csatamezôn.\n<keyword=doomed>Kárhozott</keyword>.
201836_fluff;Megfognád kicsit a sörömet...?
201836_name;Gábor: Balhorog
201836_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz egy egységnek. Ha az megsemmisül, a fennmaradó sebzést egy másik egységnek okozza.
201837_fluff;Sosem lehet tudni, késôbb még mi fog jól jönni!
201837_name;Gábor: Feneketlen zsebek
201837_tooltip;<keyword=deploy>Lehelyezés</keyword>: Kijátszik {Counter} <b>Csecsebecsét</b> a paklidból.
201838_fluff;Aztán nem ám bô lére ereszteni az Elöljáró elôtt!
201838_name;Mahakami védelmezô
201838_tooltip;<keyword=resilient>Rugalmas</keyword>.\n<keyword=armor>Páncél</keyword>: 4.
201839_fluff;Skelligén nincs helye gyilkosoknak és zsiványoknak! A bûnüket vérrel kell visszafizetniük!
201839_name;Megbecstelenült kötekedô
201839_tooltip;<keyword=order>Parancs</keyword>: {Damage} sebzést okoz önmagának és {MaxTargets} <b>ellenségnek</b>.\n<keyword=deathwish>Halálvágy</keyword>: <keyword=strengthen>Erôsít</keyword> minden másik, kézben, pakliban és csatamezôn lévô <b>skelligei szövetségest</b> ennyivel: {Strengthen}.
201840_fluff;A gyáva az életben minden nap meghal... A bátor ember csak egyszer.
201840_name;Megbecstelenült harcos
201840_tooltip;<keyword=order>Parancs</keyword>: Kényszerít egy <b>ellenséget</b> a <b>Megbecstelenült harcos</b> megsebzésére annak erejével, majd megsebzi azt az ellenséget a <b>Megbecstelenült harcos</b> erejével.\n<keyword=deathwish>Halálvágy</keyword>: <keyword=strengthen>Erôsít</keyword> minden másik, kézben, pakliban és csatamezôn levô <b>skelligei szövetségest</b> ennyivel: {Strengthen}.
201841_fluff;Elôbb felszabadítjuk Lyriát és Ríviát, majd elindulunk Ghesó felé.
201841_name;Ghesói talpas
201841_tooltip;A forduló kezdetén megjelenik a csatamezôn.\n<keyword=order>Parancs</keyword>: Ez az egység a paklidba távozik, majd a paklidból egy <b>véletlenszerûen választott egységet</b> <keyword=summon>Idéz</keyword> egy véletlenszerûen választott szövetséges sorra.
201842_fluff;Utoljára mondom el: nem vagyunk Nilfgaardiak!
201842_name;Ghesói számszeríjász
201842_tooltip;A forduló kezdetén megjelenik a csatamezôn.\n<keyword=loyal>Hûséges</keyword>: {Damage} sebzést okoz egy <b>véletlenszerûen választott ellenségnek</b>.
201843_fluff;Ízletes tej, csinos irha, és komisz hozzáállás.
201843_name;Kergemarha
201843_tooltip;2 kör után, a kör kezdetén megsemmisíti a leggyengébb <b>Tehenet</b>. Ha több is van belôlük, akkor csak 1 sebzést okoz egyiküknek.
201844_fluff;Mi az? Csupa fekete, fehér és vörös?
201844_name;Tehén
201844_tooltip;Nincs képessége.
201845_fluff;A Stammelford nevû varázsló arrébb mozdított egy hegyet, amely eltakarta a tornya elôtt a kilátást. Az a hír járja, hogy csak azért volt képes megtenni, mert hozzáláncolt egy D'aót, egy földelementált.
201845_name;Stammelford Rengései
201845_tooltip;{Damage} sebzést okoz <b>minden egységnek</b>. Egyszer megismétli.
201846_fluff;Ennél rémisztôbbet sohasem láttál még... A szerencsétlen miszlikekbe szaggatva hevert a földön, miközben a bestia felhörpintette a vérét.
201846_name;Szétszaggatás
201846_tooltip;{Damage} sebzést okoz <b>minden egységnek</b> egy soron.
201847_fluff;Mi, Foltest, Temeria felséges és igaz királya, Sodden hercege, Brugge rangidôs pártfogója, ésatöbbi, ésatöbbi, ezennel a következô rendelkezést foganatosítjuk…
201847_name;Királyi rendelet
201847_tooltip;Húz és kijátszik {Maxtargets} <b>Gyorsreagálású egységet</b> a paklidból.
201848_fluff;Nem minden bestia szelidíthetô meg. De mindegyikre rakható szájkosár.
201848_name;Szájkosár
201848_tooltip;<keyword=restraint>Megfékezett</keyword>.\n<keyword=seize>Elfog</keyword> egy <b>bronz ellenséges egységet</b>.
201850_fluff;Nem minden arany, ami fénylik.
201850_name;Hamis florin
201850_tooltip;<keyword=restraint>Megfékezett</keyword>.\n<keyword=duel>Párbajra</keyword> kényszerít {Maxtargets} egységet.
201851_fluff;Ha elég sokáig bámulsz bele a mélységbe, a mélység visszabámul rád.
201851_name;Bekker Sötét Tükre
201851_tooltip;Megsebzi a <b>legerôsebb egységet</b> a csatamezôn legfeljebb ennyivel: {Power}, majd a <b>leggyengébb egységet</b> Erôsíti a sebzés mértékével.
201852_fluff;Gyalogok vagyunk csupán a vének játszmáiban, harcolni és meghalni küldenek minket, amikor az elmegyenge szeszélyeik úgy diktálják...
201852_name;Vonulási parancs
201852_tooltip;Csökkenti <b>Meve</b> <keyword=cooldown>Lehiggadását</keyword> ennyire: {Counter}.
201853_fluff;A szobrocska egy villanás kíséretében megnôtt, forgott és lüktetett, változtatta az alakját és szerkezetét, gomolygott, mint egy füstfelhô a padló fölött. Táncoló fénypászmák jelezték, hogy a belsejében mozgás támadt, és elkezdett valami anyagiasulni. Egy pillanattal késôbb, a mágikus kör közepében, hirtelen egy emberi alak jelent meg.
201853_name;Artefaktumos kompresszió
201853_tooltip;<keyword=restraint>Megfékezett</keyword>.\nEgy <b>ellenséget</b> -> <b>Jáde szobrocskává</b> változtat, és a kezedbe mozgatja azt.
201854_fluff;Biztos, hogy zöldnek kell lennie ennek a sörnek...?
201854_name;Romlott sör
201854_tooltip;<keyword=restraint>Megfékezett</keyword>.\nMegcéloz egy egységet, és Erôsíti ennyivel: {Boost}. {Counter} kör után, a kör kezdetén megsemmisíti azt az egységet és <b>önmagát</b>.
201855_fluff;A vámpírok mind egyetértenek abban, hogy ennek a fôzetnek a használata sportszerûtlenség.
201855_name;Fekete Vér
201855_tooltip;1 sebzést okoz minden <b>ellenségnek</b>, és Erôsít egy <b>szövetségest</b> az összes okozott sebzéssel.
201856_fluff;Míg a hétköznapi halandókra nézve halálosak, a fôzetek a vajákoknak csupán mérgezést okoznak. Mégis kénytelenek kimérni minden cseppjét, ugyanis ha túllépik a megengedett dózist, a legnagyobb árat fizetik meg érte.
201856_name;Gébics
201856_tooltip;{Damage} sebzést okoz egy egységnek. Ha az túléli, Erôsíti azt ennyivel: {Boost}.
201857_fluff;Fújjanak visszavonulót! Újrarendezôdni! És várjanak az erôsítésre!
201857_name;Erôsítés
201857_tooltip;Egy <b>szövetséges</b> választása után kijátsza minden példányát a paklidból.
201858_fluff;Érzed ezt? Ez a boldogság illata.
